PLOT_CODE,TYPHA_PRESENT,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,ELEV_ADJ,ELEV_ADJ_D,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
02-003-B-1-6,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,1.269999981,1.269999981,12.69999981,27.98,154,8,4,4,1.123573,0.624444,75,11.25,12.5,1.25
02-003-B-1-7,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,1.110000014,1.110000014,11.10000014,39.66,208,6,4,2,1.17988,0.641975,71.0526,0,21.0526,7.8947
02-003-B-1-8,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,1.169999957,0.969999957,9.69999957,14.78,150,5,2,3,0.047865,0.016392,94.5313,3.125,0,2.3438
02-003-B-1-9,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,1.00999999,0.80999999,8.0999999,15.89,131,10,5,5,0.441087,0.219337,87.3563,3.8314,8.4291,0.3831
02-003-B-2-1,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,0.49000001,0.49000001,4.9000001,3.62,NA,9,4,5,1.133248,0.641975,46.5517,20.6897,31.0345,1.7241
02-003-B-2-2,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,0.529999971,0.529999971,5.29999971,3.32,59,8,5,3,0.920249,0.459184,49.4118,49.4118,0,1.1765
02-003-B-2-3,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,0.360000014,0.360000014,3.60000014,5.04,NA,9,7,2,1.637566,0.772309,78.1818,14.5455,7.2727,0
02-003-B-2-4,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,0.389999986,0.389999986,3.89999986,6.13,NA,8,6,2,1.504417,0.751,90.4762,6.3492,3.1746,0
02-003-B-2-5,yes,02-003B,No,2015,Inline,No,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,0.400000006,0.400000006,4.00000006,2.15,NA,8,6,2,1.453977,0.728468,66.1017,3.3898,30.5085,0
02-005-A-1-01,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,1.24000001,1.04000001,10.4000001,12.54,NA,12,7,5,1.079327,0.571142,87.7778,5.5556,5.5556,1.1111
02-005-A-1-02,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.829999983,0.829999983,8.29999983,11.27,300,11,6,5,1.116735,0.592641,43.6975,55.042,0.4202,0.8403
02-005-A-1-03,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.829999983,0.829999983,8.29999983,13.8,NA,7,3,4,0.506261,0.254694,32.1101,64.2202,2.7523,0.9174
02-005-A-1-04,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.629999995,0.629999995,6.29999995,13.02,NA,9,5,4,0.600428,0.259592,18.7166,78.0749,3.2086,0
02-005-A-1-05,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.649999976,0.649999976,6.49999976,11.67,NA,12,7,5,1.886697,0.84,4.8544,92.233,0.9709,1.9417
02-005-A-1-06,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.689999998,0.689999998,6.89999998,11.78,NA,8,3,5,1.05492,0.64,2.5253,95.9596,1.0101,0.5051
02-005-A-1-07,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,1.279999971,1.079999971,10.79999971,18.41,NA,8,4,4,0.265994,0.105896,90.0709,7.8014,1.4184,0.7092
02-005-A-1-08,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,1.080000043,0.880000043,8.80000043,19.75,NA,10,8,2,1.02651,0.500048,90.7692,5.1282,4.1026,0
02-005-A-1-09,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.939999998,0.939999998,9.39999998,20.89,NA,12,7,5,1.33367,0.63952,54.8872,30.0752,15.0376,0
02-005-A-1-10,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,1.049999952,0.849999952,8.49999952,21.93,NA,13,7,6,0.891674,0.410584,69.1943,27.0142,3.7915,0
02-005-A-2-01,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.720000029,0.720000029,7.20000029,17.5,147,8,3,5,0.639032,0.34,47.619,42.8571,4.7619,4.7619
02-005-A-2-02,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.639999986,0.639999986,6.39999986,15.92,NA,4,2,2,0.636514,0.444444,5.0847,94.9153,0,0
02-005-A-2-03,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.629999995,0.629999995,6.29999995,15.06,NA,2,1,1,0,0,7.6923,92.3077,0,0
02-005-A-2-04,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.589999974,0.589999974,5.89999974,14.25,NA,5,2,3,0.693147,0.5,5,95,0,0
02-005-A-2-05,no,02-005A,No,2015,Protruding,No,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.620000005,0.620000005,6.20000005,14.76,NA,7,3,4,1.039721,0.625,14.8148,77.7778,7.4074,0
02-005-B-1-1,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.709999979,0.509999979,5.09999979,5.29,NA,6,3,3,0.222681,0.097608,82.5301,15.0602,2.4096,0
02-005-B-1-2,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.800000012,0.600000012,6.00000012,8.75,NA,2,1,1,0,0,99.3789,0.6211,0,0
02-005-B-1-3,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.819999993,0.619999993,6.19999993,8.88,NA,4,1,3,0,0,76.5306,22.449,1.0204,0
02-005-B-1-4,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.810000002,0.810000002,8.10000002,8.7,255,9,5,4,0.737463,0.440297,94.1176,3.9216,1.3072,0.6536
02-005-B-1-5,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.689999998,0.489999998,4.89999998,8.41,NA,7,4,3,0.210141,0.077824,93.985,5.2632,0,0.7519
02-005-B-1-6,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.959999979,0.759999979,7.59999979,8.12,112,5,2,3,0.039828,0.013157,68.018,31.5315,0,0.4505
02-005-B-1-7,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.709999979,0.509999979,5.09999979,7.64,97,10,5,5,0.330063,0.125426,52.7094,44.8276,0.9852,1.4778
02-005-B-1-8,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.689999998,0.689999998,6.89999998,4.95,32,10,6,4,0.970124,0.541483,30.2632,66.2281,3.5088,0
02-005-B-1-9,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,1.059999943,1.059999943,10.59999943,4.83,NA,13,8,5,1.936199,0.83737,13.8211,73.1707,8.1301,4.878
02-005-B-2-1,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.340000004,0.340000004,3.40000004,0.99,NA,2,0,2,0,1,0,83.3333,0,16.6667
02-005-B-2-2,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.469999999,0.469999999,4.69999999,2.65,NA,2,0,2,0,1,0,98.5915,0,1.4085
02-005-B-2-3,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.720000029,0.720000029,7.20000029,7.08,NA,2,0,2,0,1,0,100,0,0
02-005-B-2-4,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.569999993,0.569999993,5.69999993,4.63,118,5,2,3,0.636514,0.444444,4.2857,94.2857,0,1.4286
02-005-B-2-5,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.289999992,0.289999992,2.89999992,0,114,3,2,1,0.693147,0.5,3.4483,96.5517,0,0
02-005-B-2-6,no,02-005B,No,2015,Protruding,No,NO,NO,YES,1992,29,23,337.28,1524,Fraser,North,15965,15.97,1,0.649999976,0.649999976,6.49999976,4.15,84,7,3,4,0.867563,0.5,6.5934,81.3187,12.0879,0
02-005-C-1-1,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.74000001,0.74000001,7.4000001,8.64,NA,11,7,4,0.529879,0.202337,53.6232,44.9275,0,1.4493
02-005-C-1-2,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.870000005,0.870000005,8.70000005,10.24,NA,10,6,4,1.27567,0.630202,33.3333,9.1954,57.4713,0
02-005-C-1-3,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.569999993,0.569999993,5.69999993,2.47,NA,2,1,1,0,0,94.3396,5.6604,0,0
02-005-C-1-4,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.910000026,0.710000026,7.10000026,9.08,NA,16,10,6,1.14121,0.512204,74.8201,22.3022,1.4388,1.4388
02-005-C-1-5,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.75999999,0.75999999,7.5999999,5.87,NA,12,7,5,1.085027,0.599067,87.6623,8.4416,1.2987,2.5974
02-005-C-1-6,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.649999976,0.649999976,6.49999976,4.98,NA,2,1,1,0,0,55.5556,44.4444,0,0
02-005-C-1-7,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.560000002,0.560000002,5.60000002,3.06,NA,3,1,2,0,0,89.6552,10.3448,0,0
02-005-C-1-8,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.709999979,0.709999979,7.09999979,6.14,NA,3,2,1,0.08365,0.032249,93.8462,6.1538,0,0
02-005-C-2-1,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.49000001,0.49000001,4.9000001,3.1,85,4,1,3,0,0,1.3514,98.6486,0,0
02-005-C-2-2,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.560000002,0.560000002,5.60000002,3.26,83,4,1,3,0,0,1.4815,98.5185,0,0
02-005-C-2-3,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.540000021,0.540000021,5.40000021,2.75,112,7,4,3,1.153742,0.612245,23.3333,73.3333,0,3.3333
02-005-C-2-4,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.589999974,0.589999974,5.89999974,4.42,NA,2,1,1,0,0,18.5185,81.4815,0,0
02-005-C-2-5,no,02-005C,No,2015,Protruding,No,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.529999971,0.529999971,5.29999971,3.51,100,9,4,5,1.386294,0.75,7.1429,87.5,3.5714,1.7857
02-005-D-1-1,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,1.110000014,0.910000014,9.10000014,5.7,NA,1,0,1,0,1,0,0,100,0
02-005-D-1-2,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,0.300000012,0.300000012,3.00000012,0.09,NA,11,5,6,1.56071,0.777778,3.1414,95.288,1.0471,0.5236
02-005-D-1-3,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,0.75,0.75,7.5,3.63,NA,10,5,5,0.782023,0.380266,71.2707,27.0718,0.5525,1.105
02-005-D-1-4,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,0.800000012,0.800000012,8.00000012,6.51,NA,13,8,5,1.527985,0.719783,55.9524,30.9524,0,13.0952
02-005-D-1-5,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,0.670000017,0.670000017,6.70000017,3.43,NA,8,3,5,0.10899,0.038618,64.557,31.2236,2.5316,1.6878
02-005-D-1-6,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,0.610000014,0.610000014,6.10000014,2.22,NA,7,2,5,0.636514,0.444444,2.8436,96.2085,0,0.9479
02-005-D-2-1,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,0.519999981,0.519999981,5.19999981,1.39,NA,4,1,3,0,0,1.0753,96.7742,1.0753,1.0753
02-005-D-2-2,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,0.469999999,0.469999999,4.69999999,1.22,NA,7,4,3,0.885574,0.446281,14.6667,82.6667,0,2.6667
02-005-D-2-3,no,02-005D,No,2015,Protruding,No,NO,NO,YES,1992,29,23,193.97,1524,Fraser,North,16143,16.14,1,0.330000013,0.330000013,3.30000013,0.51,NA,2,0,2,0,1,0,100,0,0
02-005-E-1-01,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.949999988,0.949999988,9.49999988,4.82,NA,6,3,3,0.164865,0.062955,56.8807,42.2018,0.9174,0
02-005-E-1-02,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,1.25999999,1.05999999,10.5999999,8.11,NA,10,8,2,0.420524,0.153125,88.7755,11.2245,0,0
02-005-E-1-03,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.99000001,0.99000001,9.9000001,6.65,NA,8,7,1,1.081877,0.565338,70.0405,29.9595,0,0
02-005-E-1-04,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,1.269999981,1.069999981,10.69999981,7.63,NA,5,3,2,0.150231,0.056933,66.4516,33.5484,0,0
02-005-E-1-05,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.730000019,0.730000019,7.30000019,4.31,NA,8,5,3,1.241953,0.6775,65.5738,34.4262,0,0
02-005-E-1-06,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.800000012,0.600000012,6.00000012,2.67,NA,9,5,4,1.27385,0.681221,76.5714,21.1429,2.2857,0
02-005-E-1-07,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.879999995,0.679999995,6.79999995,4.18,NA,9,6,3,0.655307,0.281899,65.3543,33.0709,1.5748,0
02-005-E-1-08,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.910000026,0.710000026,7.10000026,2.99,NA,4,2,2,0.057908,0.020616,82.0513,17.9487,0,0
02-005-E-1-09,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.959999979,0.759999979,7.59999979,3.99,NA,5,3,2,0.10348,0.036283,64.9402,35.0598,0,0
02-005-E-1-10,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,1.090000033,0.890000033,8.90000033,3.44,200,7,4,3,0.654126,0.355992,48.1172,51.8828,0,0
02-005-E-1-11,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.910000026,0.710000026,7.10000026,2.21,NA,10,5,5,0.455092,0.190993,37.1429,59.0476,0,3.8095
02-005-E-1-12,no,02-005E,No,2015,Protruding,No,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,1.149999976,0.949999976,9.49999976,4.51,NA,6,4,2,0.222594,0.087372,87.6652,12.3348,0,0
02-007-A-1-1,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.829999983,0.629999983,6.29999983,16.47,NA,12,7,5,1.568133,0.754366,73.1481,17.5926,0,9.2593
02-007-A-1-10,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.730000019,0.530000019,5.30000019,14.16,63,10,7,3,1.283201,0.579082,53.8462,34.6154,11.5385,0
02-007-A-1-2,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.769999981,0.569999981,5.69999981,9.53,NA,12,8,4,1.564729,0.730796,72.0339,21.1864,2.5424,4.2373
02-007-A-1-3,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.980000019,0.780000019,7.80000019,8.93,NA,10,7,3,1.202245,0.586697,77.8626,20.6107,0,1.5267
02-007-A-1-4,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.870000005,0.870000005,8.70000005,17.63,NA,8,5,3,1.258437,0.674691,44.856,37.037,1.6461,16.4609
02-007-A-1-5,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,1.169999957,0.969999957,9.69999957,6.39,NA,5,4,1,0.156949,0.054805,84.0376,15.9624,0,0
02-007-A-1-6,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.660000026,0.460000026,4.60000026,11.04,NA,8,6,2,0.994461,0.446578,69.4444,30.5556,0,0
02-007-A-1-7,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,1.399999976,1.199999976,11.99999976,27.75,NA,12,7,5,1.587523,0.712727,44.7154,20.3252,14.6341,20.3252
02-007-A-1-8,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.99000001,0.79000001,7.9000001,22.86,NA,9,6,3,1.229431,0.615751,44.0994,24.8447,0,31.0559
02-007-A-1-9,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.860000014,0.660000014,6.60000014,16.49,107,10,6,4,1.24683,0.578125,25,59.375,15.625,0
02-007-A-2-1,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.49000001,0.49000001,4.9000001,9.03,NA,6,5,1,1.300592,0.666667,47.3684,52.6316,0,0
02-007-A-2-2,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.039999999,0.039999999,0.39999999,0.1,NA,8,5,3,1.234839,0.63,88.8889,2.2222,4.4444,4.4444
02-007-A-2-3,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.50999999,0.50999999,5.0999999,7.5,NA,5,4,1,1.240684,0.677686,91.6667,8.3333,0,0
02-007-A-2-4,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.430000007,0.430000007,4.30000007,3.22,NA,9,7,2,1.205196,0.624225,93.617,6.383,0,0
02-007-A-2-5,no,02-007A,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.209999993,0.209999993,2.09999993,2.2,NA,7,6,1,1.387866,0.670135,96.875,3.125,0,0
02-007-B-1-1,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.74000001,0.74000001,7.4000001,5.81,55,11,6,5,1.238696,0.623618,34.4978,10.4803,6.9869,48.0349
02-007-B-1-10,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.680000007,0.480000007,4.80000007,11.72,NA,11,8,3,1.195913,0.530556,58.2524,38.835,0,2.9126
02-007-B-1-2,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.349999994,0.149999994,1.49999994,1.36,NA,5,4,1,0.559434,0.270181,97.5207,2.4793,0,0
02-007-B-1-3,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.340000004,0.140000004,1.40000004,1.02,NA,3,2,1,0.131692,0.056556,98.0952,1.9048,0,0
02-007-B-1-4,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0,-0.2,-2,0.42,115,2,1,1,0,0,98.0392,0,1.9608,0
02-007-B-1-5,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.610000014,0.410000014,4.10000014,1.21,103,4,2,2,0.304636,0.165289,88.7097,0,9.6774,1.6129
02-007-B-1-6,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.600000024,0.400000024,4.00000024,8.64,148,6,3,3,0.773497,0.495148,52,40,6.4,1.6
02-007-B-1-7,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.769999981,0.569999981,5.69999981,4.39,141,10,6,4,1.353468,0.65874,25.4386,13.1579,43.8596,17.5439
02-007-B-1-8,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.74000001,0.54000001,5.4000001,3.68,122,5,2,3,0.264052,0.137174,83.3977,1.1583,0,15.444
02-007-B-1-9,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.610000014,0.410000014,4.10000014,7.23,84,11,7,4,1.020955,0.495805,67.7632,1.9737,26.3158,3.9474
02-007-B-2-1,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.430000007,0.430000007,4.30000007,3.41,96,8,6,2,1.574103,0.765,90.9091,9.0909,0,0
02-007-B-2-2,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.340000004,0.340000004,3.40000004,2.47,176,7,5,2,1.296558,0.657845,82.1429,17.8571,0,0
02-007-B-2-3,no,02-007B,No,2015,Embayment,No,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.449999988,0.449999988,4.49999988,4.14,129,10,6,4,1.600098,0.780408,59.322,37.2881,3.3898,0
02-007-C-1-1,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,1.00999999,0.80999999,8.0999999,22.82,202,10,7,3,1.038357,0.469556,82.7957,6.4516,10.7527,0
02-007-C-1-10,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,1.059999943,1.059999943,10.59999943,23.31,166,11,7,4,0.688849,0.297176,45.6747,52.9412,0,1.3841
02-007-C-1-2,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,1.179999948,0.979999948,9.79999948,24.22,NA,9,6,3,0.908122,0.419063,85.1064,13.8298,0,1.0638
02-007-C-1-3,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,1.149999976,0.949999976,9.49999976,24.15,NA,11,8,3,1.387259,0.618224,57.9545,40.9091,0,1.1364
02-007-C-1-4,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,0.939999998,0.739999998,7.39999998,19.28,NA,9,5,4,0.486882,0.205761,65.0602,30.1205,3.6145,1.2048
02-007-C-1-5,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,0.75999999,0.55999999,5.5999999,15.69,NA,10,6,4,0.454237,0.177076,65.3631,27.933,4.4693,2.2346
02-007-C-1-6,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,1.070000052,0.870000052,8.70000052,19.83,2,11,8,3,0.535095,0.197673,77.8689,9.8361,12.2951,0
02-007-C-1-7,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,0.99000001,0.79000001,7.9000001,16.61,71,3,2,1,0.464126,0.289085,90.6542,0,0,9.3458
02-007-C-1-8,no,02-007C,No,2015,Embayment,No,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,0.829999983,0.629999983,6.29999983,14.38,174,14,10,4,1.145003,0.492098,52.9954,40.553,6.4516,0
